-5.117679085482889495e-02,-6.272334763410709613e-01,-4.125067675684128410e-02,-1.298274087584654568e+00,-6.559639901118895222e-02,-1.005431247564280817e+00,-1.083134501676532579e+00,1.155352321773228143e-02,2.476637593653612524e-01,9.426447800172128577e-01
-6.328392661422774790e-01,-3.772665436797671690e-02,-6.982768949111930468e-01,-1.052898981057739936e-01,6.180076828652081300e-01,-1.553637434674095541e+00,-3.492184545524624206e-01,1.128571799492065431e+00,-7.752054031736702600e-01,-1.855577446746567771e+00
8.106221225301974975e-01,-1.255578383329337022e+00,-8.883373691715286125e-01,5.013833868034841545e-01,-4.475396426510840353e-01,7.569975034882079346e-01,-1.706401308068205835e-01,5.704755616240000382e-01,-3.238292570588023889e-01,-4.718767418915775225e-01
-1.125293742284277698e+00,-2.352163748671665944e-01,-6.180069362024850355e-01,-5.643063429943914189e-01,4.527447004973648159e-01,3.960640927299556580e-02,4.756548611264814763e-01,-8.064769145702286313e-01,-1.036678398469974338e+00,2.400227166602817430e-01
1.571884415333029583e+00,8.403489408996669963e-02,6.664365180936856481e-01,-2.402064226463581365e-01,-2.331134147721363181e-01,1.853213233309235208e-02,-1.466493276431166670e+00,-1.256348814004655479e+00,-9.820255458706077523e-01,-5.224428014714628532e-02
1.848545482231767068e+00,1.439114127689135936e+00,-9.002279869914024957e-01,1.560780491258752400e+00,-2.094850327669150469e-01,-7.406940014928985461e-01,2.036503967514447511e-01,-7.792561175553834873e-01,2.079374348248420046e-01,-2.193292387151127287e-02
3.880132587896163443e-01,1.573188246907855081e-01,-6.209348776435674733e-01,-1.387910076447876673e+00,-3.618592581363736516e-01,-1.668012021416849788e-01,7.170349974314868535e-02,1.685526877565076131e-01,1.623842422183520984e-01,7.488696663377508722e-01
1.028041709115325997e+00,-5.528339352463050860e-01,-6.695772228819319993e-01,-4.788676367071776352e-01,1.091213277932821940e-01,1.872081791545990304e-01,4.531616930430831802e-01,-1.405922679574564960e+00,1.526444356061422147e-01,1.478705802543177350e-01
-3.914703257230426336e-01,-4.760662721612406445e-01,2.875917495900877974e+00,9.807065058037117700e-01,4.803943168055607726e-01,-2.645770810630068137e-01,-4.842990965894471422e-01,1.062333701930339602e+00,-9.827969328572118135e-01,-7.462255551507198659e-01
-1.953127432969482102e+00,-6.051015730164741591e-01,2.178278531899988102e-01,1.127452072402649108e+00,1.732984706585642132e-01,-5.809708837131185577e-01,-1.648135189224704700e+00,2.097915900639921519e-02,-7.204212623735509191e-02,1.526466517958935176e+00
